"기준_년분기_코드","행정동_코드","행정동_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","교육_지출_총금액","유흥_지출_총금액","여가_문화_지출_총금액","기타_지출_총금액","음식_지출_총금액"
"20253","11740700","둔촌2동","3414406","07","4506159000","784969000","83869000","136089000","569119000","868999000","150756000","28047000","303222000","335144000","1245945000"
"20253","11740690","둔촌1동","3596734","07","24319000","8892000","620000","0","0","0","3587000","0","5894000","2084000","3242000"
"20253","11740685","길동","2840603","06","12816843000","3334686000","114347000","415497000","3178451000","148421000","421273000","506382000","742858000","491356000","3463572000"
"20253","11740660","성내3동","2897346","06","7999998000","1610288000","207265000","51381000","1447738000","294457000","464505000","166993000","512525000","377892000","2866954000"
"20253","11740650","성내2동","2824592","06","7327192000","1540489000","519876000","124933000","2296798000","158866000","166640000","159410000","261968000","176972000","1921240000"
"20253","11740640","성내1동","3438376","07","6420443000","999515000","354762000","114828000","1845939000","650943000","191412000","62985000","388944000","248218000","1562897000"
"20253","11740620","천호3동","3165328","07","6355660000","882675000","123274000","61642000","2597947000","17131000","110043000","217761000","504491000","352688000","1488008000"
"20253","11740610","천호2동","2749741","06","74578911000","1461150000","158103000","124852000","2801500000","384870000","134651000","598563000","64922766000","619739000","3372717000"
"20253","11740600","천호1동","2473111","06","3324925000","897203000","90251000","55076000","605849000","32005000","254977000","32009000","224571000","143692000","989292000"
"20253","11740590","암사3동","4470889","08","1754291000","535895000","21838000","27376000","212006000","10482000","385688000","0","145278000","95922000","319806000"
"20253","11740580","암사2동","3688535","07","2902861000","525382000","15527000","25741000","613618000","124712000","234168000","43265000","241703000","117286000","961459000"
"20253","11740570","암사1동","2852157","06","6730150000","3016804000","93031000","36967000","844177000","486027000","190475000","156699000","270087000","299396000","1336487000"
"20253","11740560","고덕2동","2465499","06","2980426000","921236000","23417000","52790000","826689000","31770000","400378000","14131000","95563000","114951000","499501000"
"20253","11740550","고덕1동","4618641","08","1765942000","881185000","17661000","9357000","159658000","22411000","250123000","10954000","70398000","50232000","293963000"
"20253","11740540","명일2동","4514278","08","7136615000","941995000","32626000","7350000","2050869000","20261000","2128087000","41606000","370389000","184382000","1359050000"
"20253","11740530","명일1동","3540203","07","7354351000","1845160000","109772000","42587000","1786024000","62264000","842244000","190721000","270385000","262250000","1942944000"
"20253","11740520","상일동","3690212","07","3553740000","1337941000","26730000","6033000","330375000","67586000","264807000","60638000","557703000","67739000","834188000"
"20253","11740515","강일동","3073250","07","3594286000","1354259000","8953000","22801000","614033000","311791000","395829000","2916000","192717000","85072000","605915000"
"20253","11710720","잠실7동","6014516","09","526186000","200962000","8562000","61615000","24980000","468000","33039000","0","118055000","5455000","73050000"
"20253","11710710","잠실6동","5237775","09","38670504000","2831360000","387012000","29091000","7150519000","302154000","215741000","18992000","22589691000","881303000","4264641000"
"20253","11710690","잠실4동","6007987","09","1759487000","610277000","20637000","1617000","540450000","2061000","189411000","3588000","69277000","92454000","229715000"
"20253","11710680","잠실3동","5452682","09","8490623000","1094390000","235817000","90939000","1338888000","2759000","305029000","121504000","4079228000","452545000","769524000"
"20253","11710670","잠실2동","6352641","09","3895089000","783520000","95925000","12545000","1349317000","12218000","512948000","0","452325000","193031000","483260000"
"20253","11710650","잠실본동","3079387","07","18611799000","3052100000","115041000","139080000","4012509000","1427955000","750623000","862372000","1675874000","700250000","5875995000"
"20253","11710647","위례동","4202887","08","4434520000","759564000","57194000","7162000","436023000","932164000","741167000","26870000","223233000","178687000","1072456000"
"20253","11710646","장지동","3263464","07","3860305000","1360250000","32158000","30238000","542828000","357186000","463685000","53575000","208345000","90013000","722027000"
"20253","11710642","문정2동","4425648","08","21788824000","3231876000","3418489000","1757313000","4760578000","994895000","324242000","300415000","1072790000","961190000","4967036000"
"20253","11710641","문정1동","3568357","07","3477814000","1041644000","112001000","33702000","362155000","105432000","170177000","101585000","412656000","89547000","1048915000"
"20253","11710632","가락2동","3910198","08","6400931000","1734831000","40664000","66534000","1471258000","379772000","558370000","70980000","345790000","275969000","1456763000"
"20253","11710631","가락1동","4973588","09","6226197000","3381885000","60035000","149531000","782308000","10932000","265837000","12802000","195735000","457130000","910002000"
"20253","11710620","가락본동","3521561","07","9896719000","1432858000","143530000","167382000","2880748000","290274000","173304000","455699000","750873000","310016000","3292035000"
"20253","11710610","삼전동","2779980","06","7824613000","1741281000","92083000","262562000","1463815000","226810000","831143000","88886000","768278000","579083000","1770672000"
"20253","11710600","석촌동","2927911","06","11224386000","2672824000","234925000","83691000","2073015000","1046685000","573627000","270569000","662510000","550284000","3056256000"
"20253","11710590","송파2동","4370970","08","3329403000","724570000","27570000","278357000","387967000","780788000","366307000","15838000","163944000","79873000","504189000"
"20253","11710580","송파1동","3129216","07","9248711000","1714311000","145855000","88398000","1487849000","112439000","357667000","224190000","572588000","622786000","3922628000"
"20253","11710570","오금동","3510674","07","6861823000","1687300000","46904000","191900000","1158916000","805101000","799550000","72519000","380288000","128917000","1590428000"
"20253","11710566","오륜동","6095160","09","2469788000","938264000","59819000","7389000","167107000","21560000","188761000","14026000","511342000","41234000","520286000"
"20253","11710562","방이2동","2928271","06","141915821000","2382655000","121409000","-537000","2367332000","425200000","1057362000","866021000","126737704000","567101000","7391574000"
"20253","11710561","방이1동","3970520","08","5827543000","584611000","85689000","15925000","849555000","313466000","1932512000","92389000","164655000","162966000","1625775000"
"20253","11710550","마천2동","2339431","05","3721593000","1519174000","105949000","55355000","801679000","147825000","59961000","102007000","103778000","71948000","753917000"
"20253","11710540","마천1동","2435636","05","1403349000","611966000","36275000","48006000","358090000","47095000","51088000","30219000","34280000","25431000","160899000"
"20253","11710532","거여2동","3033238","07","3326605000","1008362000","23890000","24380000","780585000","34778000","128618000","72096000","258019000","146073000","849804000"
"20253","11710531","거여1동","2789100","06","1894025000","523568000","9800000","52155000","289979000","87376000","140151000","109019000","72721000","80355000","528901000"
"20253","11710520","풍납2동","3891704","08","5470528000","1060746000","11656000","10707000","3083177000","117106000","202878000","27835000","515396000","63858000","377169000"
"20253","11710510","풍납1동","3011150","07","1577260000","478216000","16187000","231612000","82403000","15644000","62419000","34291000","68956000","283642000","303890000"
"20253","11680750","수서동","3847379","08","153961613000","990921000","89130000","2702000","2348078000","19687150000","68264000","54745000","128984034000","135225000","1601364000"
"20253","11680740","일원2동","4553185","08","1312418000","500673000","11467000","13753000","229827000","82217000","101203000","6353000","75028000","39327000","252570000"
"20253","11680730","일원1동","3022931","07","2737078000","566347000","22036000","27516000","717201000","224171000","70395000","86840000","123719000","64880000","833973000"
"20253","11680720","일원본동","5444886","09","5194875000","797897000","8523000","10916000","3143448000","4115000","228709000","0","220805000","105588000","674874000"
"20253","11680700","세곡동","3885403","08","5790364000","1529351000","45724000","66895000","742438000","822357000","739565000","23485000","315728000","326935000","1177886000"
"20253","11680690","개포4동","3550527","07","3463952000","881293000","51659000","120656000","653348000","158045000","179587000","31388000","250098000","312962000","824916000"
"20253","11680670","개포2동","5195802","09","2354478000","749844000","32746000","8174000","442028000","20200000","260528000","47315000","157920000","126491000","509232000"
"20253","11680660","개포1동","5336373","09","395766000","97896000","8975000","1714000","252704000","0","9914000","0","3857000","7064000","13642000"
"20253","11680656","도곡2동","6567504","09","76007215000","1297326000","145962000","99629000","956360000","273281000","595268000","76298000","69281691000","568850000","2712550000"
"20253","11680655","도곡1동","5412484","09","36065281000","973249000","29082000","91032000","11683384000","817522000","514845000","44589000","19934505000","297007000","1680066000"
"20253","11680650","역삼2동","5367397","09","692091666000","2032696000","186348000","176070000","4709190000","496299000","759957000","171567000","155974341000","523889014000","3696184000"
"20253","11680640","역삼1동","3607265","07","1350624136000","7393588000","2720487000","884110000","32449531000","519919000","5490196000","2750916000","1110341344000","168613434000","19460611000"
"20253","11680630","대치4동","4101144","08","190207750000","2330185000","229126000","171936000","2912894000","350603000","7413909000","491986000","983626000","170082586000","5240899000"
"20253","11680610","대치2동","6017362","09","25199954000","2119943000","6245617000","242532000","4283466000","431488000","6048621000","147828000","1446136000","925765000","3308558000"
"20253","11680600","대치1동","7421305","10","11649936000","1252960000","19810000","2130000","2259640000","17699000","5005859000","32995000","1286609000","441091000","1331143000"
"20253","11680590","삼성2동","5055114","09","15906578000","2989776000","789343000","75799000","2528940000","202290000","4588088000","315126000","1168314000","649879000","2599023000"
"20253","11680580","삼성1동","5098096","09","36249730000","1897740000","8027887000","583497000","4747515000","267402000","342990000","257618000","10981019000","4146093000","4997969000"
"20253","11680565","청담동","5010204","09","30832172000","2200216000","3206795000","453946000","10449611000","1086650000","402666000","686102000","1635069000","5630187000","5080930000"
"20253","11680545","압구정동","5808537","09","39407949000","2321652000","2514335000","284943000","13608057000","286667000","2206382000","977925000","7339068000","2621453000","7247467000"
"20253","11680531","논현2동","3973993","08","25574264000","3243278000","1024028000","1295553000","7283120000","752199000","703542000","790778000","2638243000","2064877000","5778646000"
"20253","11680521","논현1동","3277066","07","40560965000","2513496000","420852000","457738000","16926228000","184794000","1700010000","949069000","10120193000","1519913000","5768672000"
"20253","11680510","신사동","5099915","09","37927115000","1792088000","1279675000","96113000","18510288000","361017000","1075626000","791162000","6585389000","1490765000","5944992000"
"20253","11650660","내곡동","4047063","08","3063981000","665288000","19810000","98029000","298497000","657909000","127796000","13608000","374571000","59291000","749182000"
"20253","11650652","양재2동","3222382","07","10438645000","2647084000","87454000","100618000","1485227000","762255000","807351000","165397000","667022000","275768000","3440469000"
"20253","11650651","양재1동","4173236","08","10576091000","1840720000","192374000","105777000","2335122000","602145000","605411000","278868000","757531000","798245000","3059898000"
"20253","11650621","방배4동","4557937","08","6833355000","919510000","136815000","59019000","2168092000","209292000","544252000","74712000","503799000","426116000","1791748000"
"20253","11650620","방배3동","4681587","08","4552422000","455329000","32979000","37965000","3002001000","146114000","199002000","4724000","141059000","111699000","421550000"
"20253","11650610","방배2동","3864301","08","68529952000","1258202000","67673000","32725000","876595000","187517000","537920000","355600000","60345467000","253224000","4615029000"
"20253","11650600","방배1동","4069239","08","6543871000","2046358000","79560000","118366000","1562897000","22522000","432507000","108415000","275344000","418364000","1479538000"
"20253","11650590","방배본동","4856162","08","19572401000","913282000","107921000","88052000","893921000","644651000","563601000","35281000","387108000","14772515000","1166069000"
"20253","11650581","반포4동","5280483","09","30942246000","2474566000","1431159000","138224000","14199993000","955229000","2678366000","130742000","1492984000","1033031000","6407952000"
"20253","11650580","반포3동","6140775","09","5463876000","464733000","649348000","156564000","1018901000","36146000","989921000","53762000","763626000","126382000","1204493000"
"20253","11650570","반포2동","6812331","09","1968421000","492551000","4227000","119000","281443000","17763000","344573000","0","76038000","151921000","599786000"
"20253","11650560","반포1동","5338302","09","8929059000","1168712000","31161000","65909000","3869194000","392741000","527156000","90564000","1014347000","384499000","1384776000"
"20253","11650550","반포본동","5583021","09","411834000","30056000","32383000","2070000","23457000","10596000","213598000","17000","36831000","9857000","52969000"
"20253","11650540","잠원동","5458458","09","9618095000","792592000","259456000","92526000","4434754000","136254000","775670000","385669000","582778000","309881000","1848515000"
"20253","11650531","서초4동","6475383","09","33224825000","1808519000","1431253000","135923000","18631852000","323896000","1493933000","1319560000","1579860000","989874000","5510155000"
"20253","11650530","서초3동","4678950","08","191345126000","2350873000","140635000","6949153000","4602850000","557823000","856642000","458042000","167789405000","674166000","6965537000"
"20253","11650520","서초2동","5196131","09","167902595000","1498020000","70622000","1920274000","6489020000","95411000","1035523000","189542000","1764617000","150700181000","4139385000"
"20253","11650510","서초1동","4769119","08","11334692000","1556801000","253323000","157687000","3685751000","505562000","878648000","167251000","1208785000","526987000","2393897000"
"20253","11620775","난곡동","2268676","05","2790631000","1239347000","25683000","14326000","693274000","42912000","136977000","18993000","100201000","73402000","445516000"
"20253","11620765","미성동","2676537","06","3850742000","1064155000","201080000","80639000","417244000","351148000","255427000","118749000","193694000","328582000","840024000"
"20253","11620745","삼성동","2593695","06","1863483000","1204835000","30067000","14283000","212556000","9555000","16345000","20610000","91101000","58498000","205633000"
"20253","11620735","대학동","2622408","06","7172841000","3219905000","45710000","19399000","804997000","10111000","232573000","187413000","315140000","226577000","2111016000"
"20253","11620725","조원동","2523192","06","7130833000","2004376000","76303000","71690000","1577617000","92293000","54466000","549252000","419212000","475356000","1810268000"
"20253","11620715","난향동","3262195","07","738940000","401640000","7906000","865000","31303000","0","74787000","31633000","49101000","19752000","121953000"
"20253","11620695","신림동","2434279","05","9170913000","1830143000","119611000","23994000","2250684000","89768000","58918000","699169000","743178000","528330000","2827118000"
"20253","11620685","신사동","2430662","05","3714605000","1470390000","63879000","96150000","624451000","70475000","77200000","185011000","166854000","153762000","806433000"
"20253","11620665","서림동","2530625","06","2450925000","868344000","28076000","21238000","95077000","306444000","255178000","14567000","266717000","28078000","567206000"
"20253","11620655","신원동","2403237","05","2112041000","1002668000","30547000","30304000","133281000","59439000","37174000","58428000","109274000","55280000","595646000"
"20253","11620645","서원동","2412001","05","13113627000","1673105000","799602000","175999000","3736891000","99443000","239207000","747401000","1193503000","463205000","3985271000"
"20253","11620630","남현동","3234026","07","6262478000","1685827000","31974000","20419000","468134000","833199000","111705000","309605000","523519000","269616000","2008480000"
"20253","11620625","인헌동","2783693","06","4263968000","1201970000","81071000","5753000","609709000","598636000","122117000","94011000","200355000","203502000","1146844000"
"20253","11620615","중앙동","2633493","06","5914878000","1780957000","112815000","11167000","1416239000","35345000","532688000","80443000","253816000","255541000","1435867000"
"20253","11620605","은천동","3063077","07","6709487000","2590427000","90199000","591922000","538638000","386442000","284715000","91046000","199749000","250650000","1685699000"
"20253","11620595","청룡동","2768161","06","9125661000","1755463000","244516000","555889000","2056806000","21676000","361311000","218732000","1229185000","590052000","2092031000"
"20253","11620585","낙성대동","3225725","07","9089106000","846654000","90142000","2991000","1962748000","205914000","102811000","426880000","630823000","388185000","4431958000"
"20253","11620575","행운동","2889475","06","6256573000","2185936000","211966000","57789000","1307738000","33633000","266865000","184277000","297948000","221229000","1489192000"
"20253","11620565","성현동","3455108","07","1552552000","558521000","17145000","11188000","127316000","77586000","350585000","8656000","204512000","36406000","160637000"
"20253","11620545","청림동","3682775","07","1246307000","696072000","4261000","1985000","78390000","4450000","155995000","23522000","130880000","28174000","122578000"
"20253","11620525","보라매동","2529995","06","13616140000","1201300000","42846000","26658000","451260000","278401000","10183164000","70260000","232362000","115812000","1014077000"
"20253","11590680","신대방2동","3340157","07","93867082000","1812383000","18446000","1266162000","5261330000","81673459000","151894000","75457000","305986000","1089487000","2212478000"
"20253","11590670","신대방1동","3845094","08","3640693000","1274068000","35696000","6758000","185419000","553301000","148480000","50822000","295146000","153769000","937234000"
"20253","11590660","대방동","3524765","07","6914212000","1850663000","80677000","25226000","1229074000","440576000","651358000","148748000","581645000","339913000","1566332000"
"20253","11590651","사당5동","3047661","07","994935000","318638000","14013000","9027000","78838000","14401000","88266000","27926000","61149000","29646000","353031000"
"20253","11590650","사당4동","2844168","06","2436747000","1414484000","45440000","23795000","231185000","9252000","101815000","17415000","95526000","139688000","358147000"
"20253","11590640","사당3동","3890035","08","3033803000","1143365000","45355000","68268000","363737000","19751000","250574000","53668000","182238000","107239000","799608000"
"20253","11590630","사당2동","3884988","08","9278362000","2684882000","147301000","44904000","1392214000","178661000","321831000","424218000","499866000","658850000","2925635000"
"20253","11590620","사당1동","2855173","06","9121874000","1685159000","134359000","71109000","1704426000","275039000","176752000","246758000","536869000","215838000","4075565000"
"20253","11590605","흑석동","4224946","08","10449640000","1575293000","60837000","28573000","5709180000","291413000","285149000","125082000","336056000","184370000","1853687000"
"20253","11590560","상도4동","2563258","06","2303283000","966634000","47693000","10612000","213223000","13277000","131250000","62443000","126870000","53746000","677535000"
"20253","11590550","상도3동","2575897","06","4945980000","2646955000","124537000","32937000","489880000","104243000","84285000","63993000","268779000","162166000","968205000"
"20253","11590540","상도2동","3826699","08","4676696000","1442379000","104403000","24572000","995281000","113863000","449621000","74478000","214139000","185802000","1072158000"
"20253","11590530","상도1동","3875896","08","7969104000","2384947000","52545000","90581000","1000034000","473981000","502668000","163402000","503441000","441590000","2355915000"
"20253","11590520","노량진2동","2420761","05","5746389000","2859029000","15270000","56708000","433053000","12333000","480877000","172269000","152658000","106656000","1457536000"
"20253","11590510","노량진1동","3583099","07","7118744000","1994787000","93905000","56181000","514969000","30362000","1043794000","292947000","529170000","280598000","2282031000"
"20253","11560720","대림3동","2907933","06","7431607000","1018852000","43108000","163218000","1958562000","1643698000","114654000","217145000","315705000","135516000","1821149000"
"20253","11560710","대림2동","2686240","06","4323342000","1317729000","153579000","115881000","602799000","20160000","30538000","156349000","143694000","249390000","1533223000"
"20253","11560700","대림1동","2582442","06","5033696000","1924229000","35169000","125511000","1935061000","22148000","64626000","38207000","138079000","72634000","678032000"
"20253","11560690","신길7동","3616070","07","2241628000","968115000","4185000","16437000","209731000","341993000","164071000","11343000","58894000","45579000","421280000"
"20253","11560680","신길6동","2954616","06","4907774000","1089934000","43817000","151123000","1076656000","389889000","387007000","90906000","260337000","153905000","1264200000"
"20253","11560670","신길5동","2656511","06","1839280000","220839000","25155000","75453000","264955000","601026000","105646000","12599000","42427000","52816000","438364000"
"20253","11560660","신길4동","2717791","06","971262000","387989000","8013000","8788000","211839000","3834000","70462000","23351000","30019000","50492000","176475000"
"20253","11560650","신길3동","3085442","07","3701438000","1047463000","51516000","190319000","806470000","468482000","183825000","58471000","142185000","79422000","673285000"
"20253","11560630","신길1동","2780044","06","4281759000","1112407000","53186000","27949000","1284208000","490913000","143845000","47558000","243044000","71254000","807395000"
"20253","11560620","양평2동","3672088","07","13433591000","1556059000","70814000","278419000","547986000","779722000","193114000","136867000","7626022000","232013000","2012575000"
"20253","11560610","양평1동","3508250","07","4368389000","725644000","21848000","41576000","384639000","1038803000","111599000","33406000","455767000","225142000","1329965000"
"20253","11560605","문래동","4019445","08","1634686665000","2323161000","80919000","226219000","2224906000","514300000","491105000","300789000","1623226726000","718836000","4579704000"
"20253","11560585","도림동","3031484","07","2570035000","1173380000","11602000","36517000","120175000","153651000","130748000","51762000","178490000","89039000","624671000"
"20253","11560560","당산2동","4130932","08","8775013000","1948716000","109552000","25280000","1544577000","120063000","469120000","282312000","506134000","617409000","3151850000"
"20253","11560550","당산1동","3536432","07","6583757000","1341478000","56304000","75777000","826523000","304118000","205030000","220999000","397645000","569297000","2586586000"
"20253","11560540","여의동","5590853","09","187521137000","4650180000","896543000","465299000","8293366000","104199837000","856028000","623851000","27047107000","26025354000","14463572000"
"20253","11560535","영등포동","3570107","07","31168003000","3871269000","2098368000","1050819000","5978337000","397888000","328514000","1133088000","5745058000","1034476000","9530186000"
"20253","11560515","영등포본동","3286751","07","4085774000","1760271000","75129000","35656000","520986000","186191000","155392000","65796000","253490000","155672000","877191000"
"20253","11545710","시흥5동","2375052","05","2070983000","879140000","16107000","97892000","199158000","37649000","54989000","74376000","103764000","85952000","521956000"
"20253","11545700","시흥4동","2405620","05","1384594000","792203000","17339000","14677000","210589000","15566000","50975000","24368000","52236000","41792000","164849000"
"20253","11545690","시흥3동","2516251","06","1598905000","422736000","7031000","72787000","77117000","577929000","19983000","54373000","34811000","27162000","304976000"
"20253","11545680","시흥2동","3181421","07","783632000","443802000","13899000","7745000","59048000","3744000","124256000","7097000","36619000","28249000","59173000"
"20253","11545670","시흥1동","2757307","06","10216878000","3547005000","212623000","88563000","1627955000","668711000","327229000","303529000","486428000","276430000","2678405000"
"20253","11545640","독산4동","2255044","05","1955956000","416207000","14443000","11537000","314024000","192331000","48401000","139565000","119932000","108067000","591449000"
"20253","11545630","독산3동","2386851","05","4884176000","1886543000","101811000","85534000","657270000","665745000","124467000","151716000","255014000","127983000","828093000"
"20253","11545620","독산2동","2251577","05","2765922000","1015138000","69349000","37999000","221646000","507413000","61149000","50022000","182314000","59179000","561713000"
"20253","11545610","독산1동","3000453","07","9813735000","2767547000","100578000","207031000","2428179000","958314000","377523000","216227000","552374000","345054000","1860908000"
"20253","11545510","가산동","2567594","06","36423714000","3963131000","8801235000","370161000","4525447000","685221000","242588000","461052000","10480508000","915033000","5979338000"
"20253","11530800","항동","3007261","07","1214378000","329697000","4646000","668000","110424000","222674000","227563000","2327000","35969000","29324000","251086000"
"20253","11530790","수궁동","2682295","06","2736524000","800237000","24344000","10438000","127424000","720775000","499560000","23734000","121577000","34320000","374115000"
"20253","11530780","오류2동","2781178","06","4046099000","1922639000","31821000","38715000","345218000","96195000","304832000","60562000","291331000","176043000","778743000"
"20253","11530770","오류1동","2574851","06","3800720000","1001687000","76614000","13649000","674022000","504696000","114490000","199802000","201259000","66632000","947869000"
"20253","11530760","개봉3동","2512790","06","2996719000","1515876000","44482000","79626000","242818000","141795000","102811000","41103000","116755000","75900000","635553000"
"20253","11530750","개봉2동","3068971","07","3661445000","1152974000","33725000","51013000","800316000","18437000","296135000","77916000","174375000","124274000","932280000"
"20253","11530740","개봉1동","2805757","06","4855571000","1769982000","66096000","92119000","599210000","695188000","107989000","93038000","230129000","237969000","963851000"
"20253","11530730","고척2동","2882639","06","3432115000","1198019000","26484000","50092000","713360000","401915000","171275000","58034000","108976000","73000000","630960000"
"20253","11530720","고척1동","2972418","06","7191289000","1699300000","88977000","123658000","1620558000","121054000","284927000","163214000","740979000","124957000","2223665000"
"20253","11530595","가리봉동","2336331","05","1460709000","561621000","5405000","10067000","144402000","223183000","1989000","99405000","58731000","22347000","333559000"
"20253","11530560","구로5동","3213284","07","18290002000","5579271000","104907000","516637000","2542457000","226465000","211227000","365180000","4253395000","997148000","3493315000"
"20253","11530550","구로4동","2617060","06","5478716000","2108658000","254019000","29854000","802959000","92580000","171089000","200645000","222372000","147370000","1449170000"
"20253","11530540","구로3동","2888444","06","1995800564000","2444256000","335454000","205045000","4910803000","361661000","375402000","625899000","1980315092000","629605000","5597347000"
"20253","11530530","구로2동","2453690","06","15801790000","1303128000","63698000","569663000","10996825000","553025000","53379000","172664000","366468000","69350000","1653590000"
"20253","11530520","구로1동","3368067","07","1900259000","834701000","13227000","6433000","223982000","8265000","261580000","11421000","101250000","100321000","339079000"
"20253","11530510","신도림동","4380318","08","8203366000","1554863000","76820000","18380000","1241056000","100079000","848807000","139272000","571419000","1407757000","2244913000"
"20253","11500641","방화3동","3044446","07","1818189000","800131000","2729000","2163000","239307000","1256000","66048000","25317000","178485000","85516000","417237000"
"20253","11500640","방화2동","2708397","06","9333858000","1300121000","3629617000","63287000","704033000","712762000","42238000","86972000","528871000","1027793000","1238164000"
"20253","11500630","방화1동","3407916","07","7159393000","2168053000","73791000","94325000","1117650000","462246000","778971000","136944000","439861000","277500000","1610052000"
"20253","11500620","공항동","2896818","06","8217942000","1781835000","120719000","224794000","1535422000","1118601000","187151000","152957000","978149000","222433000","1895881000"
"20253","11500615","우장산동","4135674","08","7210783000","2250457000","91729000","108713000","1768137000","140165000","1053753000","69592000","389570000","382906000","955761000"
"20253","11500611","발산1동","3192517","07","27227730000","3938709000","138823000","192542000","10609642000","5157713000","2005484000","27255000","1221156000","892380000","3044026000"
"20253","11500605","가양3동","3047051","07","497192000","249373000","5710000","14216000","43171000","5249000","28930000","238000","70761000","10885000","68659000"
"20253","11500604","가양2동","3065320","07","3230435000","1702089000","145294000","1436000","581534000","276193000","36955000","11884000","169473000","85358000","220219000"
"20253","11500603","가양1동","3560388","07","61759531000","3296308000","142694000","207938000","6047020000","19063303000","443752000","963959000","10401846000","10885510000","10307201000"
"20253","11500593","화곡8동","2473381","06","4718253000","2013024000","147570000","32782000","478705000","5983000","189525000","119805000","251293000","211277000","1268289000"
"20253","11500591","화곡6동","3040513","07","7822577000","1330687000","74283000","30399000","1718707000","1469657000","46361000","524947000","575575000","193389000","1858572000"
"20253","11500590","화곡본동","2398795","05","6047208000","1964033000","78697000","63930000","929047000","986896000","207568000","161992000","186292000","139954000","1328799000"
"20253","11500570","화곡4동","2423768","05","4473357000","1156166000","116310000","208687000","527257000","714948000","113231000","126792000","377913000","191187000","940866000"
"20253","11500560","화곡3동","3132782","07","4683879000","877202000","49213000","20746000","1124646000","11169000","367863000","181746000","336444000","201237000","1513613000"
"20253","11500550","화곡2동","2385531","05","2677337000","479290000","28899000","202120000","236052000","340414000","102742000","12905000","1027384000","58439000","189092000"
"20253","11500540","화곡1동","2485455","06","11850482000","2926090000","203989000","118005000","2266679000","474178000","231695000","907802000","852741000","591177000","3278126000"
"20253","11500535","등촌3동","3403390","07","8601560000","1504813000","27614000","114423000","2575789000","357766000","605189000","97168000","538971000","725025000","2054802000"
"20253","11500530","등촌2동","3352636","07","2611153000","452965000","461946000","178175000","222666000","471332000","93363000","43960000","85333000","51259000","550154000"
"20253","11500520","등촌1동","3322838","07","5711743000","1120205000","144357000","114815000","1322379000","384141000","183147000","120953000","492472000","257122000","1572152000"
"20253","11500510","염창동","4127504","08","6900953000","1942802000","61117000","229933000","700939000","716916000","754401000","61921000","663030000","381645000","1388249000"
"20253","11470680","신정7동","4094404","08","4754225000","1423996000","16958000","26921000","1025630000","636746000","540732000","9995000","226991000","71388000","774868000"
"20253","11470670","신정6동","5384412","09","3019191000","713776000","20631000","0","198368000","28916000","1374454000","26324000","274788000","72318000","309616000"
"20253","11470650","신정4동","2609700","06","10698566000","2194238000","163773000","138722000","2520668000","413260000","878490000","355542000","632620000","434310000","2966943000"
"20253","11470640","신정3동","3158844","07","5892000000","1611671000","68953000","28889000","1848961000","587818000","447545000","67502000","407151000","115695000","707815000"
"20253","11470630","신정2동","4725315","08","4435653000","1229787000","22356000","10893000","664138000","113274000","979936000","33553000","243935000","102251000","1035530000"
"20253","11470620","신정1동","5046256","09","4475989000","1110929000","60389000","209425000","575621000","449852000","399793000","137162000","197765000","178372000","1156681000"
"20253","11470611","신월7동","2343943","05","2233014000","1131451000","20020000","71994000","154793000","77263000","75878000","59424000","175160000","82386000","384645000"
"20253","11470610","신월6동","2857257","06","2568654000","945608000","67540000","56149000","442179000","10216000","159555000","25210000","144379000","81426000","636392000"
"20253","11470600","신월5동","2615553","06","3530545000","488916000","10045000","82096000","352134000","1240068000","127376000","68745000","255340000","130920000","774905000"
"20253","11470590","신월4동","2639083","06","3577747000","592090000","16413000","18713000","404483000","1216238000","186227000","137161000","68974000","73032000","864416000"
"20253","11470580","신월3동","2152244","05","2625482000","595682000","25784000","8707000","267070000","1209981000","73673000","24094000","44348000","68151000","307992000"
"20253","11470570","신월2동","2727225","06","3113738000","1304885000","16253000","38945000","666461000","241618000","156824000","9662000","162328000","58233000","458529000"
"20253","11470560","신월1동","2227154","05","3949351000","2002542000","69791000","97979000","334159000","97014000","82013000","166318000","215520000","86681000","797334000"
"20253","11470550","목5동","5987821","09","15002713000","2130891000","77548000","21891000","5771967000","7834000","4908699000","23949000","548333000","230843000","1280758000"
"20253","11470540","목4동","3426858","07","5413463000","2192875000","52610000","49981000","971214000","13235000","583882000","83516000","305905000","118841000","1041404000"
"20253","11470530","목3동","3101712","07","6575211000","2851168000","167032000","163446000","1168954000","36551000","229822000","179148000","292221000","270385000","1216484000"
"20253","11470520","목2동","3244963","07","4559235000","1171903000","67701000","66914000","634364000","652186000","308527000","57559000","233259000","93727000","1273095000"
"20253","11470510","목1동","5667672","09","26726973000","2428213000","104367000","138762000","6367824000","140488000","3702165000","282968000","6675160000","1467251000","5419775000"
"20253","11440740","상암동","4158486","08","14721010000","1809294000","98955000","60246000","1331965000","96735000","2139681000","162377000","4789602000","683676000","3548479000"
"20253","11440730","성산2동","3521472","07","8619081000","5085097000","144589000","51905000","428830000","467700000","451263000","52327000","393277000","535536000","1008557000"
"20253","11440720","성산1동","2814646","06","10071067000","7267904000","56858000","26982000","375060000","631049000","234477000","34579000","267898000","144821000","1031439000"
